boat	elev	nit	pop	wc10	x	y	id	land
0.3410818197502794	0.16489337261008488	-0.47501724082265306	-0.09058333149414358	0.7064940919578763	-83.64583333333334	43.60416666666667	280	90
0.3511256718976319	-0.4805464001779465	NA	-0.17998672977029506	1.359012384018151	-83.92916666666667	43.770833333333336	281	11
0.3629030785211015	-0.4805464001779465	NA	-0.3587935392410423	1.359012384018151	-83.92083333333333	43.770833333333336	282	11
0.37262480770157846	-0.4805464001779465	NA	-0.3587935392410423	-0.2722786789535637	-83.87083333333334	43.94583333333333	283	11
0.37489971871170746	-0.4805464001779465	NA	-0.3587935392410423	1.2774487643053596	-83.70416666666667	43.612500000000004	284	11
0.38346578887793537	-0.4805464001779465	NA	-0.3587935392410423	0.053975799897601685	-83.50416666666668	43.737500000000004	285	11
0.3923301063939198	-0.4805464001779465	NA	-0.3587935392410423	-1.0063605907266298	-83.42083333333333	43.854166666666664	286	11
0.40148633960429225	-0.4805464001779465	NA	-0.3587935392410423	-0.9247969710138383	-83.47083333333335	43.80416666666667	287	11
0.40646433981884916	-0.4805464001779465	1.0594326079171732	-0.177277538231947	1.1958851445925682	-83.9375	43.770833333333336	288	11
0.42750654116036463	-0.4805464001779465	-0.12091325639568774	-0.33982918070974505	-1.4141880236485302	-83.8125	43.9875	289	95
0.4336692204762765	0.16489337261008488	NA	-0.3587935392410423	-1.1694971645101562	-83.44583333333334	43.829166666666666	290	95
0.4443631225748012	-0.4805464001779465	NA	-0.3587935392410423	0.3802396131067109	-83.60416666666667	43.65416666666667	291	11
0.4463916266635037	5.328411554914336	1.944692006151819	0.1288614027256016	-1.7404518368576394	-83.82916666666667	44.00416666666666	292	90
0.4491073791786687	0.16489337261008488	NA	-0.3587935392410423	-1.0879242104394211	-83.4375	43.8375	293	95
0.4531654426319685	-0.4805464001779465	NA	-0.3587935392410423	0.6249304722450849	-83.65416666666667	43.612500000000004	294	11
0.48717052115522963	0.16489337261008488	NA	-0.3587935392410423	-1.0063605907266298	-83.4625	43.82083333333333	295	11
0.5104969990804401	-0.4805464001779465	-0.0028787825309551807	0.058422345217886515	1.7668398169400514	-83.7375	43.612500000000004	296	82
0.5167091444539188	-0.4805464001779465	0.5282766312767252	1.0526965570011666	-0.2722786789535637	-83.87916666666666	43.94583333333333	297	11
0.5201903677212454	-0.4805464001779465	0.29220768354726007	-0.19895108345717574	1.68527619722726	-83.72083333333333	43.60416666666667	298	82
0.5229707558849644	-0.4805464001779465	NA	-0.3587935392410423	-0.10915143952798101	-83.48750000000001	43.7625	299	11
0.5236342606037948	-0.4805464001779465	1.4135360295113708	-0.24771658282121783	0.9511942854541942	-83.94583333333334	43.770833333333336	300	95
0.5323292063386703	2.101212690974179	-0.3569827669579205	-0.20436947945231612	0.46180323281950225	-83.59583333333333	43.645833333333336	301	90
0.5396024316243303	-0.4805464001779465	NA	-0.3587935392410423	-0.9247969710138383	-83.47083333333335	43.8125	302	11
0.5622416611230783	-0.4805464001779465	NA	-0.3587935392410423	0.21711237368112818	-83.52083333333334	43.74583333333334	303	11
0.5865405757853102	-0.4805464001779465	0.11515569133377739	0.03674881291110205	1.3590217183760946	-83.7125	43.612500000000004	304	11
0.5960020475482419	-0.4805464001779465	NA	-0.3587935392410423	-0.2722786789535637	-83.90416666666667	43.8875	305	11
0.6135144829312719	-0.4805464001779465	NA	-0.3587935392410423	1.5221489578016774	-83.72916666666667	43.62916666666667	306	11
0.6246163810726082	-0.4805464001779465	NA	-0.3587935392410423	-0.5169788724498816	-83.4625	43.770833333333336	307	11
